num_rects,mabo_edge,mabo_ss_fast,mabo_ss_qual,recall_edge_k0.5,recall_ss_fast_k0.5,recall_ss_qual_k0.5,recall_edge_k0.7,recall_ss_fast_k0.7,recall_ss_qual_k0.7,recall_edge_k0.9,recall_ss_fast_k0.9,recall_ss_qual_k0.9
190,0.11095399375496226,0.15823155524710292,0.15608098375420976,0.036563985573412776,0.044144523362232645,0.03894736842105263,0.008192261572008369,0.014729307521523793,0.015000000000000003,0.0002631578947368421,0.0010853316723762067,0.0010526315789473684
210,0.1071536990878272,0.15821277262488637,0.15621821709849879,0.044055978249795576,0.04660752198968759,0.054523809523809516,0.009427599796592932,0.017628146800121324,0.01880952380952381,0.00023809523809523812,0.0022232332423415225,0.0028571428571428576
230,0.10843249609333794,0.16599672260483908,0.16508480920728322,0.034699874477750026,0.0642591973086816,0.0641304347826087,0.008796664569233125,0.023366860328665088,0.02304347826086956,0.0002173913043478261,0.004083951099144438,0.003478260869565218
250,0.11636391128631304,0.14888925739101036,0.15406190485837304,0.03034083389162114,0.0423463890894762,0.04920000000000001,0.006743493142847204,0.01499634691454923,0.018800000000000004,0.0002,0.0004,0.0006000000000000001
270,0.1281634570848461,0.1744237169184713,0.17951353415657662,0.05372952132667737,0.05392966560639315,0.05962962962962963,0.010624341277072097,0.019559827941922937,0.023518518518518522,0.0001851851851851852,0.0009259259259259259,0.002222222222222222
290,0.11271175755546455,0.1748519048352709,0.17694726162246724,0.02283599149663578,0.035827386165145,0.03913793103448275,0.003912856223956149,0.01385045519038498,0.017931034482758623,0.0,0.0010529086601737299,0.0015517241379310344
310,0.1427160972997857,0.18536682085525596,0.1757641461667343,0.029503585085528056,0.04897581175330627,0.043225806451612905,0.0053293134938461936,0.018388102941445172,0.014838709677419354,0.0,0.00167341642880517,0.0006451612903225806
330,0.1148521833117977,0.1650641186101813,0.1611119405132336,0.03737931457439041,0.046178066383617225,0.048681344696969706,0.00680118077696837,0.015378832607366841,0.017367424242424243,0.0003087478559176672,0.0012614009698256243,0.0012121212121212121
350,0.12799817878206024,0.18551292551494458,0.18808802744724898,0.03591734756407437,0.054524877801924276,0.043428571428571434,0.00818287090982107,0.02011841261758391,0.016285714285714285,0.0,0.0014026774641067853,0.001142857142857143
370,0.141910673980407,0.18355353443938832,0.1892144443817752,0.02743599740553248,0.054830936390226626,0.056081081081081084,0.004601301514225756,0.02062259165634291,0.021756756756756757,0.00024752475247524753,0.0005405405405405405,0.0005405405405405405
390,0.11200719031941482,0.16479210415750917,0.1751649057510062,0.04015171116863437,0.05042245240420701,0.04782051282051283,0.008621158586160312,0.01900137447772035,0.018333333333333333,0.00028543783260764395,0.0011747430716809244,0.0012820512820512823
410,0.152401502091594,0.1904841259170261,0.19893225959218105,0.037759400955718725,0.08136834012279921,0.09251340661527782,0.006868077012784414,0.031957140586220574,0.03877562317270866,0.0007066994815989554,0.006601091118992925,0.004945462808665354
430,0.14736419647365823,0.1758833994943984,0.18769437089086344,0.03858470081655843,0.061337606030526924,0.06290697674418604,0.007110570086866393,0.019044692781899235,0.024883720930232556,0.00021645021645021645,0.0010060491873118524,0.0016279069767441861
450,0.1495502772095671,0.18177934937971246,0.19125985002503457,0.03906728374591349,0.06194275959159873,0.06642881944444445,0.008233574767383739,0.022833366837129693,0.026236111111111116,0.00011111111111111112,0.0015342502706690833,0.0012222222222222222
470,0.14755921519571064,0.1879873833943702,0.19192559824973426,0.01937106839589925,0.05904648792641444,0.05915566927013197,0.004204391760624642,0.027812646212418905,0.025753433880958798,0.0001736111111111111,0.0017323384285641008,0.002021276595744681
490,0.1295742557101658,0.1853766850430778,0.19030938943422743,0.020770523578739382,0.04579819908320616,0.04793379552778049,0.004685752387111967,0.01533704879117545,0.018183771116101942,0.0002428858867490658,0.002010067719916877,0.0017063763304364806
510,0.1346769025238584,0.17390234101988097,0.17745941537948934,0.032308148731438655,0.053951546551954256,0.05311079228439343,0.0052666830673928034,0.018874727174269322,0.01831930495775546,0.00021097046413502107,0.0020982099190472218,0.001954248366013072
530,0.13273994169825612,0.15359644401820732,0.17133326083202163,0.03959213035685026,0.07353669496321151,0.07464146532958964,0.007565512331373231,0.023269261002986468,0.02353911051206454,0.00022522522522522523,0.002148674140059338,0.0033191348960377523
550,0.1327132839152103,0.16585266749528357,0.18156628745743125,0.030321944126610968,0.060853000239806845,0.060090909090909105,0.005271469238222853,0.021047172967815407,0.024090909090909097,0.0,0.002082862991538173,0.0027272727272727275
570,0.11231987047212796,0.15639918528929275,0.16844796185739885,0.018805401878091065,0.03560899797056567,0.034944234528118914,0.0030479303055764235,0.012206135901597167,0.011957877365582658,0.0,0.0008923816702822533,0.0008136112092311316
590,0.14778940758084566,0.1819667611196653,0.18697486483366263,0.030466095906002383,0.05905120696719751,0.05685859965756203,0.006474269190358794,0.019198622426327576,0.020165606129387705,0.0,0.0006906742035364941,0.0012541302428507011
610,0.12324948073856981,0.178576445119691,0.18530847426641503,0.030171593436411043,0.052864228636350895,0.05398652753564308,0.005148316430674982,0.020995035509598442,0.021822500895452214,0.00042598347608580305,0.0014705882352941176,0.002097811593066123
630,0.12101586190141697,0.1667505746577543,0.18242211777089845,0.038937506514242534,0.08003604441667003,0.08207425775240758,0.006601005148041977,0.027189564228563157,0.03012424123244268,0.0,0.0024961453593598374,0.0026559616094499815
650,0.11679356701228025,0.1726691826611621,0.18220127471964426,0.025292633504739304,0.05454960087560205,0.055660975516180364,0.004269680792493942,0.018145425123767128,0.01876937122445057,0.00021551724137931034,0.001275529012817717,0.0018238596690549058
670,0.13283092003370128,0.17155096736799094,0.18289525032374515,0.024450360283279515,0.05656210291182985,0.06045579921898443,0.005068636328820939,0.01741075090887245,0.017488511617251228,0.0001736111111111111,0.0007159967253449923,0.0009599096939210308
690,0.14158478844748706,0.16783592253196153,0.18208346685714982,0.026011867923269528,0.05741130176628725,0.06179152304709974,0.003627018366165589,0.015270822627198722,0.018789127361846288,0.00030911784267488964,0.00018656716417910448,0.000542779103587143
710,0.13724338324583765,0.1771338282926729,0.18424239753806787,0.031565442918714395,0.045628512638317784,0.04265679208472645,0.00542588117961527,0.0177414243174775,0.014491795524724205,0.0,0.001167813312917391,0.0007045417001995638
730,0.12395017072523704,0.16159394888859818,0.1805707929898174,0.038450398608182064,0.04741720087793982,0.05270927493213564,0.006696358276527958,0.016392299487468925,0.0197027523124128,0.00031591884780501314,0.0004672897196261682,0.0010330079814632382
750,0.13669318052213641,0.18574115480715958,0.19663693660443268,0.03616605021988518,0.07326325366875404,0.08264603489639787,0.006697570016904994,0.023637935758953177,0.030162882192194308,0.0001358695652173913,0.002815015164575935,0.001853355256995082
770,0.13376991074437133,0.17360507183671814,0.18730624073099583,0.0502878728927445,0.06548793413752282,0.07232720839841325,0.009325535494434958,0.02018995729691823,0.022816842564015304,0.000342099519860323,0.0012836536804467882,0.0009753002287879221
790,0.13968788938540982,0.1806809168702846,0.19307823016623704,0.022746808625085668,0.060435326334724926,0.0653649865912663,0.0032275083401260133,0.023191316812874906,0.026895859206589177,0.0002994011976047904,0.0007900818655256327,0.0016540104399772558
810,0.11666997446807628,0.15715080518658558,0.1765757684953701,0.027933911783422243,0.04733888765603028,0.055318115961454195,0.005773301332458221,0.013803346862362948,0.01994644394800867,0.00022522522522522523,0.0009603029167385452,0.001181935395897303
830,0.13437590830078547,0.1741915871864175,0.1865361773481449,0.03326767581334975,0.04379170613554979,0.048539507554774944,0.005234398211699218,0.014465572525275482,0.01666436462860233,0.00038912835249042143,0.0005749363434372921,0.001028849698310149
850,0.12015553114006494,0.1647425978498503,0.1776243781742636,0.02844674555863384,0.055255953983526764,0.06229769641030275,0.0066902064519540295,0.021713955522589985,0.024307981196272335,0.00021097046413502107,0.002374297495671957,0.002872174916045694
870,0.1359285136048919,0.1716760745959806,0.1871626054360722,0.02622178950921611,0.0662745988803721,0.07355017750231406,0.004428634482958588,0.025904443547348183,0.028746487379278474,0.0005149184389841008,0.0003636375184994633,0.001339144661757164
890,0.14176650471024937,0.18208872843432844,0.19381319110988166,0.0273474620236402,0.053122298418697575,0.05971855235987346,0.00454843091929318,0.016756799246456396,0.017077094708888806,0.0,0.001745541163326832,0.0016959770353797172
910,0.13340221520911205,0.17380562607678313,0.1877583080566433,0.03427302364696294,0.052321389412969155,0.058050593458503594,0.005396852881359491,0.016086656173880092,0.02208616851322487,0.0,0.001275053665102727,0.0016472816903561282
930,0.15085709090063665,0.17228687559626404,0.18755253829009888,0.0356044173778519,0.052374412639610436,0.06171712994207636,0.006092630939031076,0.02220080836772315,0.027700620099472672,0.0,0.0009398249657989919,0.0017825563929624929
950,0.13894592441375445,0.16863861865706373,0.1887730650321687,0.02774902077939434,0.052835585393596875,0.06111546209856237,0.005685322805611721,0.017536372574594568,0.0179593418041012,0.0,0.0008446224846850722,0.0014577242987034024
970,0.12313752333963186,0.16381479392893966,0.18114655258343143,0.03334852320914787,0.04486945824277454,0.05067811638555632,0.0062481862842817745,0.015994214226603028,0.018568876020275033,0.00015723270440251574,0.001731326486742906,0.0012744051124871053
990,0.13531089892506257,0.16811142026687892,0.18300675529966523,0.025153179070707972,0.04338310898058605,0.047677555074611994,0.004374337913312317,0.013962723875676078,0.013942645925284075,0.00021645021645021645,0.0007879480419644619,0.0009232522097206757
1010,0.13162421543355413,0.18190461650347917,0.19192779029743967,0.025979551708541198,0.047445244219653245,0.050467413952946794,0.0058726479622421505,0.017644246376999538,0.017226255464187174,0.00036209109242817106,0.001855466303904227,0.0018345293650140354
1030,0.11747765285023384,0.155043818440933,0.17412826928663241,0.02360569659642801,0.06404787798489205,0.06731671870735234,0.005107603978245122,0.016677432147399925,0.021258754741526078,0.0,0.001016765371619582,0.00252464008804424
1050,0.13262494450744397,0.1723308649790279,0.18750086957868964,0.042029703161256295,0.06667965044606232,0.07443354823206819,0.010212763882645137,0.022932255864503738,0.021864387754352455,0.00012531328320802005,0.001898185624567187,0.0015876683936847183
1070,0.15240866381562704,0.1832430019450097,0.19656538853215108,0.033699454624155877,0.06273347010274054,0.0666063026145864,0.005832416717440093,0.018736229651344926,0.021130079031290206,0.0002713933732945979,0.0007476220018566032,0.0015554536936227632
1090,0.12484776133833295,0.17318839887409823,0.19324005380340714,0.04075469436146863,0.06752350245686851,0.0750084934277305,0.006357923145203297,0.01901986559181583,0.024275003900947882,0.0003106947400425661,0.001670070751568549,0.0016906702944450333
1110,0.14745673509757357,0.17292296961557993,0.19522071293780444,0.03831768591633431,0.059660716817307925,0.06874206502901231,0.008382296605265148,0.02538208692848512,0.029013859561856252,0.00039823638173801734,0.0013456287504583968,0.0020380398512839693
1130,0.1455753412140107,0.17916105092008341,0.1931879685009535,0.03374002025054907,0.06099736480971787,0.06555098411174612,0.0064407637302517735,0.02247178651895828,0.022692933753682448,0.00039034241620448517,0.0008112939972544381,0.0010021636722217053
1150,0.13394918465534983,0.1803515102528524,0.19307964083336276,0.030671343624701385,0.06352591352793625,0.06266737823483737,0.005211354259871572,0.020472361699476648,0.021446154455617726,0.0,0.0016651005230480028,0.0022407566074524056
1170,0.1255138149834503,0.17255977325661093,0.19365204129367272,0.025027763866871455,0.04561083857153814,0.0547544889469926,0.004884438646222211,0.018784692091435632,0.019761222390415976,0.00041249114282822144,0.003418255131964809,0.002594697461475071
1190,0.13331688185924187,0.15746231566008412,0.1796182682438326,0.03320456555531512,0.03083271904273673,0.03771420323149942,0.00680583446332486,0.00799285357164197,0.009076034048283391,0.0,0.00017482517482517483,0.0002732965429845459
1210,0.1300194403149059,0.1793288658938274,0.19638091551436462,0.027026749267056234,0.05918564594432557,0.06780299046775243,0.0047885516323538865,0.020764910747490657,0.022862270663643044,0.00021097046413502107,0.0009126471974108963,0.0015966095519114212
1230,0.13630104346183447,0.16645343077372968,0.18449861056235456,0.03429766513351211,0.05581471803031786,0.06980691817151649,0.006445401445388329,0.016805908739487802,0.021589921387984393,0.0003857569834424416,0.00015822784810126583,0.0008079820257876531
1250,0.11556913901314403,0.16319193663313714,0.17633545687445168,0.023916626289353538,0.04030491430023473,0.04923083568060312,0.005134373465510109,0.01443466651093361,0.01740872806958042,0.0,0.0005999544759860827,0.0011227222216181089
1270,0.14579368983703359,0.16593682905646012,0.1817966393413175,0.024285947799893758,0.043725659252751244,0.05475413841864509,0.00509143488766217,0.015255472687493232,0.018631499857642654,0.0,0.0015283982304860437,0.0009712878216731845
1290,0.11811508130792206,0.1632705404978742,0.18427051219290608,0.028586019359155078,0.04737599999905058,0.05475010696365812,0.0058343976272210675,0.014873182044429745,0.017519967328905393,9.025270758122745e-05,0.0011883586507077115,0.001623221067381705
1310,0.10890977967925908,0.16194285457597576,0.18100603743098412,0.02745121160930371,0.047065724916191556,0.05427267248629638,0.006671130236083232,0.01599724145068703,0.02098344424819587,0.0001976284584980237,0.0006949181844292803,0.001309147298120101
1330,0.13302813843256078,0.18182526241427988,0.19758226022560932,0.03982629832094356,0.06659503434927824,0.07477206651602444,0.008128710022268374,0.01908722593703938,0.02444586639911648,0.000281918303796309,0.0006242171121743614,0.0013896789133091675
1350,0.1267934607774675,0.18541743570737537,0.19900636994585116,0.02643762554441173,0.06341329207451316,0.06572318821654936,0.0048612036055036886,0.022896744659188437,0.022086594999671538,0.00017482517482517483,0.0016146926139641248,0.002224176136967752
1370,0.12727802931996463,0.18567148225257035,0.2017713373379689,0.03145248388685663,0.06890489140880758,0.08296681607383782,0.007623870169561032,0.028517658112940457,0.03241141708643125,0.00012531328320802005,0.0029251525113403293,0.00305411276016469
1390,0.11582317706934742,0.17322373698561047,0.19766871907557163,0.03441187935189751,0.0470295933715983,0.06020404320814461,0.00841659400055563,0.013388398996613215,0.01745849919450854,0.00037283803568326755,0.0005935683027972021,0.0009188504449858421
1410,0.12416814065164136,0.17242250790283997,0.1950506613144219,0.0332800384911717,0.05477470421113616,0.0717170686658746,0.009128609405923614,0.025402323019044964,0.028808845110719905,0.00029239766081871346,0.0008449807543256478,0.002124667835046453
1430,0.12211076933418297,0.1675929205134502,0.18953583151300488,0.021286640380905487,0.03855873598942752,0.04668460963558777,0.005257607507824011,0.009613294215932586,0.010563286173948869,0.0,0.00042648818184757653,0.0005182118983817775
1450,0.12764523390825128,0.17587583908381,0.19612767275065576,0.029922515049785638,0.05135176107864666,0.05649376225106436,0.008036692255084042,0.019604619334701878,0.021982052529031036,0.0,0.0,0.0010978588566847732
1470,0.13518499548643212,0.17751686870808828,0.19142372091207024,0.02733171238008421,0.05281302540376961,0.06138318915064959,0.00624668514486998,0.020814686213289163,0.02351414168169345,0.00039816886670865245,0.0011097318300917357,0.002302392102901206
1490,0.13759954292190263,0.17293738334274397,0.19021058281623648,0.040334055002678025,0.07330776798826978,0.08421181697421895,0.00783675235164059,0.021904328092567003,0.02726413814436617,0.0001976284584980237,0.0008588816057381699,0.0013874064741610428
1510,0.15249721824991957,0.18133009497460773,0.2007159942477331,0.03272340921284398,0.050424237741639434,0.05758143030186702,0.00609257150037479,0.01792513663873489,0.01952290582010679,6.640106241699867e-05,0.0006427097488550002,0.0008638688832634921
1530,0.1427435518535122,0.17502630538845212,0.19034962059106744,0.04122863778090273,0.04432020180067879,0.05102415690725376,0.007673038952968522,0.017254322900041936,0.016879681714172916,0.00012658227848101267,0.0003528612038066988,0.0006731030324479538
1550,0.12006416608805262,0.1705636532328887,0.1857987463651764,0.03486045471171317,0.06194037433311805,0.06874223519808956,0.007513128706984351,0.024535861933127966,0.025034161551301497,0.0001358695652173913,0.0026862506501013884,0.0019331595725283507
1570,0.12927971883081235,0.18137297836156757,0.2018770702257529,0.03512523099546468,0.0577466107460118,0.07289699956116376,0.005221904675688706,0.01833051814636567,0.024083453909428724,0.00026118284842541135,0.0025707215418555593,0.002245768687665806
1590,0.13524424580656158,0.16967210837017632,0.1827456704754172,0.044156160974129416,0.05277255183737155,0.05946059808628723,0.008960322042978896,0.0182266680853746,0.02133378393021886,0.0002713933732945979,0.000764596341329828,0.001260796775033685
1610,0.10005436948901417,0.16762093026184285,0.18133431433345132,0.019469798391549324,0.0421075991574373,0.04529591390899564,0.002187888242362108,0.013956046004866723,0.01577390721501289,0.0,0.0006984243357329164,0.0013248842743686083
1630,0.1204851413091275,0.17569799440029593,0.18903066431818677,0.022043542785322213,0.048292771663696894,0.05380939537801287,0.003395396878733791,0.013559698830866145,0.015103493842297363,0.0,0.0008231302326394352,0.0010512692667603606
1650,0.11668989809810078,0.17259570906027522,0.18996603478548107,0.027333217251481395,0.05409298131420569,0.06170390080820805,0.004425993915897432,0.015509022307749051,0.018548804145418044,0.00017482517482517483,0.0006564614149753468,0.00067124459428125
1670,0.12994507678232553,0.17516258612745983,0.19980896895652092,0.02455549851175757,0.04880136059707224,0.05474235487893164,0.003509016208217824,0.01897311037831209,0.018592200357354996,0.0,0.000904779197450119,0.0011526869651060233
1690,0.10568539425258963,0.16736336246901884,0.18599220176301515,0.024417433066015647,0.03934612124992347,0.04582417677994603,0.005329041995363135,0.013842690256483025,0.015123794091206058,0.0001736111111111111,0.0008890222755768975,0.0009612673744048237
1710,0.12997503155013995,0.1816739794860715,0.19985048466068328,0.03101228690639795,0.053232268871037804,0.06198141845690576,0.006091289443312787,0.022914102923122896,0.025298732017423036,0.0,0.000958444024692357,0.0011792450407234435
1730,0.13007614343985746,0.17664321895937474,0.19295304265344748,0.04739589609898508,0.04766181888881845,0.06245200700453032,0.00780604912497346,0.019241988605004364,0.022587979526226844,0.0,0.0010931854607987546,0.0014784239657314256
1750,0.13150075590079463,0.1632372412311299,0.17438469666983594,0.025171202120269277,0.04704544048580491,0.05378983047080714,0.005182641541100777,0.02023047428917798,0.02027739491615276,0.0,0.0004162984026950518,0.001135317810952883
1770,0.15016151500265978,0.18248521306888382,0.1993193985188546,0.04923761305249623,0.06657912537028128,0.08098443480525955,0.0069992394305873175,0.023343948557718482,0.027581245741397354,0.0,0.0013181046312845664,0.0022146509737826126
1790,0.12843410729321475,0.17283766591051394,0.19088637128658537,0.026969064585145152,0.04167252729367134,0.053906667210322015,0.004757989582480179,0.01624194279100824,0.01995845959705438,0.0,0.0006548320110618755,0.0010898575005697229
1810,0.1123904253857813,0.16667236871014585,0.18281240033314639,0.029302670804405257,0.0636891369887975,0.06736584285963101,0.004624968095243841,0.02187954081146733,0.023597713064631563,0.0005713113793507559,0.0006642741705485312,0.0007428335384128215
1830,0.12020858108103534,0.16374889222481373,0.17828888460147707,0.028972983757830133,0.03962390101684191,0.04294389481983918,0.005227466481623676,0.013203989457882957,0.014611267647783616,0.0,0.0,0.00033049163547948666
1850,0.12644391656082168,0.17554143105877143,0.1928111426421481,0.027343568218426963,0.052725096011515316,0.05870695237448679,0.0055111980000037515,0.01907568524088433,0.021051414548533563,0.00022522522522522523,0.0013848724911354146,0.0014318498478083238
1870,0.15600649704938957,0.17756109845358514,0.2007458599836623,0.04030531495798602,0.06219340504299836,0.07493833282422394,0.008127559643709734,0.020126362169227245,0.02669045030946422,0.00041725060530831105,0.0028538411914922316,0.002377749424331317
1890,0.12209606139346374,0.13873473201788494,0.15635450985186433,0.02573161892297889,0.039619790840808786,0.05150685866293212,0.005936313323226907,0.011692959201174104,0.015205909775470436,8.635578583765112e-05,0.00029730990651573037,0.0009675576535434233
1910,0.1546699242303549,0.18453506825916965,0.19910521022070418,0.054673206422912436,0.06119285257918198,0.07317455415240699,0.012263303889886659,0.018046637929062557,0.02352505946536907,0.00013054830287206266,0.0009207748568707527,0.0010367665669532076
1930,0.144626306906774,0.18803268107549284,0.2017264025701356,0.032611389640084185,0.06602366760507884,0.07724552041733958,0.0049312075766884105,0.017472261229941957,0.02340034627743244,0.0007977272751234661,0.0013284634758100199,0.0017255414795666172
1950,0.12282467922455034,0.15699459083084896,0.17750070282080188,0.03571036094554754,0.06812924998346653,0.07851833091324986,0.00615269999404615,0.025928148326790783,0.029878736326212706,0.00015479876160990713,0.005060427200504003,0.003723594512118342
1970,0.13662995252509197,0.18317097038944277,0.1967089416566867,0.019179666934615053,0.04595779229418384,0.05150050970786978,0.00292881777064082,0.015937591418198994,0.01690248795201985,0.0,0.0014531788505523647,0.001180105845926153
1990,0.12766154230520935,0.16991771991979449,0.18490855013279162,0.04244027767265982,0.06553683186223509,0.06755049684366993,0.008655643300986558,0.023805740669096888,0.025321566547728446,0.0,0.0010605863638133493,0.002459948500334188
