num_rects,mabo_edge,mabo_ss_fast,mabo_ss_qual,recall_edge_k0.5,recall_ss_fast_k0.5,recall_ss_qual_k0.5,recall_edge_k0.7,recall_ss_fast_k0.7,recall_ss_qual_k0.7,recall_edge_k0.9,recall_ss_fast_k0.9,recall_ss_qual_k0.9
210,0.11414779770851523,0.15186590949168394,0.15237852588198542,0.48641830065359476,0.7565686274509805,0.6645032679738563,0.33868627450980393,0.301640522875817,0.418843137254902,0.042,0.057999999999999996,0.11466666666666667
230,0.11533348003097998,0.1533384807762367,0.15677437017254187,0.48759477124183,0.6886797385620915,0.7137450980392156,0.33868627450980393,0.44879738562091503,0.48428104575163394,0.042,0.09233333333333332,0.068
250,0.11562018391134497,0.15626628816127774,0.1639431813291085,0.48759477124183,0.7635424836601308,0.8163006535947713,0.33868627450980393,0.363908496732026,0.4593267973856209,0.042,0.067,0.109
270,0.11660733415970422,0.1566593187205932,0.17175993012680724,0.49759477124183,0.730875816993464,0.8213006535947713,0.33868627450980393,0.4343986928104575,0.5457777777777777,0.042,0.05266666666666667,0.14466666666666667
290,0.11860321136047833,0.15036056446561624,0.16353677810251324,0.5209281045751634,0.7066993464052287,0.7828104575163397,0.3498627450980393,0.4090849673202614,0.49079738562091507,0.042,0.053000000000000005,0.068
310,0.12094690204888973,0.16076872350285257,0.1601536377790122,0.5309281045751634,0.7981633986928105,0.7728300653594771,0.3598627450980393,0.407640522875817,0.45186274509803925,0.042,0.061,0.07400000000000001
330,0.12193044263314384,0.1570143381959083,0.16335109528840752,0.5442614379084968,0.7864771241830064,0.7909215686274509,0.3598627450980393,0.4501503267973856,0.4956209150326798,0.042,0.03966666666666666,0.08288888888888887
350,0.12283289286684174,0.1616772954676276,0.16418056369197914,0.5442614379084968,0.8508300653594771,0.7899673202614378,0.3598627450980393,0.4383725490196079,0.47973202614379085,0.042,0.077,0.09366666666666668
370,0.12387458174208216,0.16985468187889244,0.1636614119260529,0.5442614379084968,0.8712549019607841,0.8173202614379084,0.376529411764706,0.5278627450980392,0.40575163398692804,0.042,0.063,0.09206535947712417
390,0.12513685611401706,0.17057592726980939,0.17332690677709053,0.5642614379084968,0.8691176470588234,0.7909869281045749,0.39319607843137255,0.5585751633986927,0.5679738562091503,0.042,0.071,0.124
410,0.12611291124682655,0.166962262797979,0.16479308121480973,0.5642614379084968,0.8152745098039214,0.8426993464052288,0.40319607843137256,0.5024836601307189,0.46094771241830057,0.042,0.03633333333333333,0.09866666666666665
430,0.1277450757002933,0.17164738117129194,0.17333093289855647,0.5809281045751633,0.8863398692810458,0.8709869281045751,0.40319607843137256,0.5086405228758168,0.5900196078431372,0.042,0.083,0.11284313725490197
450,0.12846073187160875,0.1705845512794513,0.17395939259552487,0.5809281045751633,0.8499411764705882,0.8726339869281045,0.40319607843137256,0.4758169934640522,0.5635947712418301,0.042,0.10100000000000002,0.07866666666666666
470,0.12986450440844438,0.17433491568627704,0.17299067552397449,0.5909281045751634,0.8870065359477125,0.843718954248366,0.40319607843137256,0.5371503267973856,0.5532156862745098,0.042,0.09366666666666668,0.09188888888888888
490,0.130250052649053,0.16953122304740295,0.17570443197422556,0.5909281045751634,0.8296732026143789,0.8628104575163398,0.40319607843137256,0.48937254901960775,0.5835294117647059,0.042,0.06322222222222222,0.08
510,0.13165998401197004,0.1759350023978676,0.17504882150187207,0.5959281045751634,0.8988496732026143,0.869032679738562,0.40319607843137256,0.5499934640522874,0.5683071895424837,0.042,0.12366666666666667,0.14666666666666667
530,0.1318190215732294,0.1764648743949685,0.17763425753533452,0.5999281045751634,0.8818496732026143,0.8770065359477124,0.40319607843137256,0.5883267973856209,0.585437908496732,0.042,0.07366666666666667,0.14506535947712418
550,0.1328515601009374,0.17568172474487934,0.17583592419521094,0.6021503267973857,0.8808496732026143,0.8691437908496732,0.40437254901960784,0.5981503267973856,0.5646143790849674,0.042,0.11966666666666667,0.1030653594771242
570,0.13377027676115727,0.17238357056180637,0.18240722745773838,0.6033267973856209,0.8996732026143789,0.914718954248366,0.40437254901960784,0.5396601307189542,0.6375947712418302,0.042,0.071,0.09106535947712419
590,0.13428517057151335,0.17729411295854966,0.18409547207246418,0.6085032679738562,0.8808496732026143,0.9614575163398694,0.40437254901960784,0.6142156862745098,0.6658627450980391,0.042,0.10433333333333333,0.11122222222222224
610,0.13462543236161126,0.1799288895794379,0.18105365735701487,0.6096797385620916,0.907673202614379,0.9216993464052287,0.40437254901960784,0.6392156862745098,0.636281045751634,0.042,0.08766666666666666,0.1276666666666667
630,0.13462543236161126,0.1785717489472012,0.17660641721222134,0.6096797385620916,0.9055163398692812,0.8824967320261438,0.40437254901960784,0.6183725490196078,0.582392156862745,0.042,0.11322222222222222,0.1218888888888889
650,0.1349283063712658,0.1810805130174347,0.18210714848018164,0.6096797385620916,0.9108496732026142,0.8913202614379084,0.40437254901960784,0.6403267973856209,0.640483660130719,0.042,0.071,0.10688888888888888
670,0.1365152010870915,0.17884869720363153,0.182632250052262,0.6096797385620916,0.9075163398692809,0.9192287581699344,0.4143725490196078,0.6736601307189543,0.6386405228758171,0.042,0.061,0.14566666666666667
690,0.13800889456525348,0.18102941195890793,0.18439312319895806,0.6213464052287583,0.9008496732026142,0.9120522875816992,0.44103921568627447,0.6517712418300653,0.6315032679738563,0.042,0.11766666666666667,0.15766666666666668
710,0.1380585739935925,0.18249187394567565,0.1834842926396264,0.6213464052287583,0.927516339869281,0.8937385620915032,0.44103921568627447,0.6795490196078431,0.6497058823529411,0.042,0.10433333333333333,0.14033333333333334
730,0.13828250579044127,0.1827961279477169,0.18629294912741076,0.6213464052287583,0.9358496732026143,0.9333202614379086,0.44103921568627447,0.5995490196078432,0.6850588235294118,0.042,0.12633333333333333,0.129
750,0.13869236041610344,0.184276435903864,0.18311103051686597,0.6213464052287583,0.927516339869281,0.9073856209150325,0.4477058823529412,0.6995490196078432,0.6557712418300653,0.042,0.1285555555555556,0.17166666666666663
770,0.13923775802518615,0.18332931012012604,0.1842454483793452,0.6213464052287583,0.9308496732026142,0.9407189542483659,0.4517058823529412,0.6367712418300653,0.6455490196078432,0.046000000000000006,0.11633333333333334,0.12366666666666667
790,0.14008477443422562,0.18424207479832996,0.188498258852686,0.6253464052287583,0.9068496732026142,0.8964052287581699,0.4517058823529412,0.6928823529411765,0.7114575163398693,0.046000000000000006,0.11655555555555555,0.16817647058823526
810,0.14029789984854413,0.185026450290789,0.18097199943252637,0.6253464052287583,0.947516339869281,0.9030261437908497,0.4517058823529412,0.6805490196078431,0.6273921568627451,0.046000000000000006,0.09055555555555557,0.1575098039215686
830,0.14111390129359916,0.18575088557445146,0.18493583631320715,0.6253464052287583,0.9235163398692809,0.9400522875816993,0.4517058823529412,0.7034379084967319,0.6780588235294118,0.046000000000000006,0.14988888888888888,0.15188888888888888
850,0.14113110239935275,0.18855460832360524,0.1887853454581273,0.6253464052287583,0.937516339869281,0.9573856209150327,0.4517058823529412,0.7017712418300655,0.6522614379084968,0.046000000000000006,0.14855555555555555,0.1918888888888889
870,0.1415952603348038,0.18791667908274273,0.1880208934876654,0.6253464052287583,0.953516339869281,0.9523398692810455,0.4517058823529412,0.6767712418300654,0.6772352941176472,0.046000000000000006,0.1452222222222222,0.14766666666666667
890,0.14167797959069997,0.189028952179781,0.1875471516113266,0.6253464052287583,0.947516339869281,0.9619607843137256,0.4517058823529412,0.7234379084967322,0.6605686274509804,0.046000000000000006,0.14188888888888887,0.14833333333333332
910,0.14174939691187707,0.18690073978745084,0.18883660099669997,0.6253464052287583,0.927516339869281,0.9308496732026144,0.4517058823529412,0.7051045751633989,0.6559019607843137,0.046000000000000006,0.12855555555555553,0.2041111111111111
930,0.14282388894917336,0.1879614449127827,0.18909978407270767,0.6253464052287583,0.947516339869281,0.9579607843137254,0.4517058823529412,0.6801045751633988,0.6927908496732029,0.046000000000000006,0.13522222222222222,0.15655555555555556
950,0.1429935786862876,0.18847422764542837,0.19242102392826207,0.6253464052287583,0.937516339869281,0.9521830065359477,0.4517058823529412,0.7151045751633989,0.6989019607843139,0.046000000000000006,0.16522222222222221,0.21973202614379087
970,0.14330393475688558,0.19118136113726242,0.1894524168153994,0.632013071895425,0.957516339869281,0.93940522875817,0.4517058823529412,0.7267712418300656,0.6856143790849673,0.046000000000000006,0.1618888888888889,0.1892222222222222
990,0.14336647129102664,0.1914653568053557,0.1901208398825203,0.632013071895425,0.957516339869281,0.9553594771241829,0.4517058823529412,0.7134379084967319,0.6670588235294117,0.046000000000000006,0.17855555555555555,0.1965555555555555
1010,0.14336647129102664,0.18935682848933474,0.19051945319908117,0.632013071895425,0.942516339869281,0.9653594771241829,0.4517058823529412,0.7317712418300656,0.7002156862745099,0.046000000000000006,0.14522222222222222,0.17773202614379083
1030,0.14354263467302705,0.18938482142332333,0.18901599654633233,0.632013071895425,0.937516339869281,0.9278954248366013,0.4517058823529412,0.7001045751633989,0.7307254901960784,0.046000000000000006,0.14188888888888887,0.14033333333333334
1050,0.14358924690770367,0.19072299497170386,0.18946424152453745,0.632013071895425,0.932516339869281,0.9280718954248367,0.4517058823529412,0.7267712418300654,0.7062810457516341,0.046000000000000006,0.17855555555555555,0.16699999999999998
1070,0.14358924690770367,0.18878739120407043,0.1934405512544844,0.632013071895425,0.957516339869281,0.9464705882352942,0.4517058823529412,0.7067712418300655,0.7157712418300655,0.046000000000000006,0.15188888888888885,0.2058888888888889
1090,0.143720414931332,0.1909287022734,0.1905010028130868,0.632013071895425,0.957516339869281,0.9630718954248367,0.4517058823529412,0.7134379084967322,0.7029477124183007,0.046000000000000006,0.1618888888888889,0.18788888888888888
1110,0.143720414931332,0.1924323544685358,0.18950745361692767,0.632013071895425,0.957516339869281,0.9535620915032681,0.4517058823529412,0.7334379084967321,0.7082352941176471,0.046000000000000006,0.1552222222222222,0.14750980392156862
1130,0.14394830256179464,0.1920200505042388,0.1888868776727346,0.6520130718954249,0.957516339869281,0.9355816993464052,0.4517058823529412,0.7384379084967321,0.6967908496732026,0.046000000000000006,0.1918888888888889,0.17950980392156862
1150,0.1441155675994902,0.19253075267715394,0.19295613333660797,0.6520130718954249,0.937516339869281,0.965359477124183,0.4517058823529412,0.7184379084967322,0.7248823529411764,0.046000000000000006,0.1818888888888889,0.1766209150326797
1170,0.1448314360725432,0.19210677188479047,0.1918314444188978,0.6520130718954249,0.957516339869281,0.9541830065359477,0.4617058823529412,0.7134379084967322,0.6852352941176472,0.046000000000000006,0.1918888888888889,0.2147777777777778
1190,0.14503662360518002,0.19217449805978076,0.191978257260681,0.6542352941176471,0.957516339869281,0.967516339869281,0.4617058823529412,0.7234379084967322,0.7050588235294117,0.046000000000000006,0.1718888888888889,0.21462091503267977
1210,0.14505215329735305,0.1937407207672113,0.19292673501469737,0.6542352941176471,0.957516339869281,0.9819607843137256,0.4617058823529412,0.7534379084967321,0.7063921568627451,0.046000000000000006,0.2018888888888889,0.18366666666666667
1230,0.14713710887043502,0.1923150718395227,0.1926876906629871,0.6742352941176472,0.947516339869281,0.9497385620915034,0.4817058823529412,0.7434379084967321,0.7053006535947712,0.066,0.1718888888888889,0.21150980392156865
1250,0.1479627559861424,0.19327859194917618,0.18952181357028433,0.6742352941176472,0.957516339869281,0.9030718954248367,0.4817058823529412,0.7534379084967321,0.7074575163398693,0.066,0.2118888888888889,0.18684313725490195
1270,0.1479753341556472,0.19425671251459062,0.19041030745023213,0.6742352941176472,0.957516339869281,0.9442483660130719,0.4817058823529412,0.7584379084967321,0.7107908496732027,0.066,0.2218888888888889,0.16477777777777777
1290,0.14838436670908156,0.19410347304585712,0.19482016847764747,0.6742352941176472,0.957516339869281,0.9764705882352941,0.4817058823529412,0.7634379084967321,0.7002810457516341,0.066,0.2218888888888889,0.23928758169934639
1310,0.14904731710230798,0.1950181040350908,0.19599749662907293,0.6742352941176472,0.957516339869281,0.964248366013072,0.4817058823529412,0.7634379084967321,0.7495686274509804,0.066,0.2218888888888889,0.22062091503267975
1330,0.14932164751300042,0.19312177709582584,0.19486753798310277,0.6742352941176472,0.957516339869281,0.9655816993464051,0.4817058823529412,0.7584379084967321,0.7279673202614378,0.066,0.1818888888888889,0.22484313725490196
1350,0.14932164751300042,0.19361680241270005,0.19574833556172114,0.6742352941176472,0.957516339869281,0.9789150326797386,0.4817058823529412,0.7534379084967321,0.731235294117647,0.066,0.2118888888888889,0.20706535947712418
1370,0.14932164751300042,0.191952812292607,0.1983339392546735,0.6742352941176472,0.957516339869281,0.9809150326797387,0.4817058823529412,0.7334379084967321,0.7479673202614379,0.066,0.2218888888888889,0.2332875816993464
1390,0.15095279671558562,0.19397909096720953,0.1959429368096239,0.7009019607843138,0.957516339869281,0.9898039215686275,0.5017058823529412,0.7517712418300654,0.7372156862745097,0.066,0.2018888888888889,0.21388888888888893
1410,0.1509829378572652,0.19503913007024068,0.19493413673915896,0.7009019607843138,0.957516339869281,0.9491372549019608,0.5017058823529412,0.7784379084967321,0.7769019607843137,0.066,0.2118888888888889,0.1857320261437908
1430,0.1510726993528554,0.1922775091910674,0.19571997146123377,0.7009019607843138,0.957516339869281,0.974248366013072,0.5017058823529412,0.718437908496732,0.7641241830065358,0.066,0.2018888888888889,0.20239869281045753
1450,0.15122523797030737,0.19438974322719513,0.19642711281347897,0.703124183006536,0.957516339869281,0.9875816993464054,0.5039281045751633,0.7534379084967321,0.7353006535947713,0.066,0.2018888888888889,0.23595424836601306
1470,0.15122523797030737,0.19542149525724986,0.19630300510708804,0.703124183006536,0.957516339869281,0.9831372549019608,0.5039281045751633,0.7734379084967321,0.7499673202614379,0.066,0.2018888888888889,0.18506535947712419
1490,0.15123248321290306,0.19581074537677703,0.1976164372682182,0.703124183006536,0.957516339869281,0.9609150326797387,0.5039281045751633,0.7784379084967321,0.7498104575163397,0.066,0.2118888888888889,0.25677777777777777
1510,0.15123248321290306,0.19536390375935178,0.19546180068453153,0.703124183006536,0.957516339869281,0.9631372549019608,0.5039281045751633,0.7584379084967321,0.7234575163398693,0.066,0.2218888888888889,0.2141764705882353
1530,0.15123248321290306,0.19575773101889232,0.19816003965357545,0.703124183006536,0.957516339869281,0.9809150326797387,0.5039281045751633,0.7534379084967321,0.7538104575163398,0.066,0.2018888888888889,0.20601960784313725
1550,0.15123248321290306,0.19382207693500458,0.19342711146127167,0.703124183006536,0.957516339869281,0.9442483660130719,0.5039281045751633,0.7434379084967321,0.708281045751634,0.066,0.2118888888888889,0.21788888888888888
1570,0.15123248321290306,0.19624052019758165,0.19693274470306688,0.703124183006536,0.957516339869281,0.9631372549019608,0.5039281045751633,0.7784379084967321,0.7541241830065358,0.066,0.2118888888888889,0.20579738562091507
1590,0.15123248321290306,0.19669314187609296,0.1977874781577026,0.703124183006536,0.957516339869281,0.9675816993464054,0.5039281045751633,0.7984379084967321,0.7930784313725487,0.066,0.2118888888888889,0.2106209150326797
1610,0.15123248321290306,0.1962472110176398,0.19651579585320808,0.703124183006536,0.957516339869281,0.9509150326797386,0.5039281045751633,0.7784379084967321,0.7447908496732025,0.066,0.2218888888888889,0.24801960784313726
1630,0.15123248321290306,0.19605817309859533,0.19686453910629734,0.703124183006536,0.957516339869281,0.9809150326797387,0.5039281045751633,0.7784379084967321,0.7574575163398691,0.066,0.2218888888888889,0.22601960784313724
1650,0.15123248321290306,0.19663705350799499,0.199987021408829,0.703124183006536,0.957516339869281,0.9809150326797387,0.5039281045751633,0.7784379084967321,0.7753006535947712,0.066,0.2218888888888889,0.2413529411764706
1670,0.15123248321290306,0.19594959966185826,0.19924865180448773,0.703124183006536,0.957516339869281,0.9898039215686275,0.5039281045751633,0.7734379084967321,0.7853006535947712,0.066,0.2118888888888889,0.21462091503267977
1690,0.15123248321290306,0.1968617277527167,0.19818370850958858,0.703124183006536,0.957516339869281,0.9898039215686275,0.5039281045751633,0.7984379084967321,0.8019673202614378,0.066,0.2218888888888889,0.21706535947712413
1710,0.15123248321290306,0.19680426172259588,0.19909362799766797,0.703124183006536,0.957516339869281,0.9631372549019608,0.5039281045751633,0.7784379084967321,0.801143790849673,0.066,0.2218888888888889,0.24662091503267977
1730,0.15123248321290306,0.19689589671138066,0.19575026443639615,0.703124183006536,0.957516339869281,0.9564705882352942,0.5039281045751633,0.7934379084967321,0.7199673202614377,0.066,0.2218888888888889,0.22928758169934643
1750,0.15123248321290306,0.19643934519929826,0.1991366672398997,0.703124183006536,0.957516339869281,0.9898039215686275,0.5039281045751633,0.7784379084967321,0.7498104575163399,0.066,0.2218888888888889,0.22801960784313727
1770,0.15123248321290306,0.19721524449033673,0.20009369737065694,0.703124183006536,0.957516339869281,0.9875816993464054,0.5039281045751633,0.7984379084967321,0.8031437908496731,0.066,0.2218888888888889,0.2260196078431372
1790,0.15124272686715415,0.1970221042816156,0.19898146626138996,0.703124183006536,0.957516339869281,0.9942483660130719,0.5039281045751633,0.7734379084967321,0.7898104575163397,0.066,0.2218888888888889,0.23684313725490194
1810,0.15124272686715415,0.19728833955370526,0.20003386497224857,0.703124183006536,0.957516339869281,0.9875816993464054,0.5039281045751633,0.7984379084967321,0.7498104575163399,0.066,0.2218888888888889,0.2391307189542484
1830,0.15124272686715415,0.19714728863878186,0.20127317790774735,0.703124183006536,0.957516339869281,0.9898039215686275,0.5039281045751633,0.7934379084967321,0.8043006535947712,0.066,0.2218888888888889,0.24662091503267974
1850,0.15124272686715415,0.1970772759302769,0.19958907082676888,0.703124183006536,0.957516339869281,0.9609150326797387,0.5039281045751633,0.7734379084967321,0.7918104575163397,0.066,0.2218888888888889,0.25801960784313727
1870,0.1514874848472624,0.1974480614249223,0.20021126251244076,0.703124183006536,0.957516339869281,0.9809150326797387,0.5039281045751633,0.7984379084967321,0.7831437908496731,0.066,0.2218888888888889,0.23579738562091504
1890,0.1514874848472624,0.19745176019115385,0.19879667101771226,0.703124183006536,0.957516339869281,0.9858039215686274,0.5039281045751633,0.7984379084967321,0.7564771241830066,0.066,0.2218888888888889,0.25684313725490193
1910,0.1514874848472624,0.1972995123450273,0.20058562535398142,0.703124183006536,0.957516339869281,0.9898039215686275,0.5039281045751633,0.7984379084967321,0.7844771241830064,0.066,0.2218888888888889,0.2479542483660131
1930,0.15189934742923072,0.19750340990069645,0.19984783364160386,0.723124183006536,0.957516339869281,0.9764705882352941,0.5039281045751633,0.7984379084967321,0.7844771241830064,0.066,0.2218888888888889,0.22366666666666668
1950,0.15189934742923072,0.19733720632238325,0.202680904389986,0.723124183006536,0.957516339869281,0.9942483660130719,0.5039281045751633,0.7984379084967321,0.7998104575163397,0.066,0.2218888888888889,0.26684313725490194
1970,0.15189934742923072,0.19697638394279418,0.19870835574701723,0.723124183006536,0.957516339869281,0.9898039215686275,0.5039281045751633,0.7984379084967321,0.7719673202614378,0.066,0.2218888888888889,0.2180196078431373
1990,0.15189934742923072,0.19732933095935123,0.2023973809457293,0.723124183006536,0.957516339869281,0.9831372549019608,0.5039281045751633,0.7984379084967321,0.7886339869281044,0.066,0.2218888888888889,0.2746209150326797
